"","country_name","country_code","country_region","year","population_with_mental_disorders","minutes_on_social_media","gdp","total_population"
"327","United States of America","USA","North America",2018,0.205441493383009,125,20533057312000,326838199
"328","United States of America","USA","North America",2019,0.209367714980435,117,21380976119000,328329953
"329","Viet Nam","VNM","East Asia & Pacific",2012,0.10687033495543,107,195590647205.685,89301326
"330","Viet Nam","VNM","East Asia & Pacific",2013,0.107571997227271,117,213708830436.648,90267739
"331","Viet Nam","VNM","East Asia & Pacific",2014,0.108123613910764,127,233451484773.974,91235504
"332","Viet Nam","VNM","East Asia & Pacific",2015,0.108319840625184,136,239258340825.533,92191398
"333","Viet Nam","VNM","East Asia & Pacific",2016,0.108174443580009,154,257096001564.769,93126529
"334","Viet Nam","VNM","East Asia & Pacific",2017,0.108019435499171,156,281353625688.004,94033048
"335","Viet Nam","VNM","East Asia & Pacific",2018,0.107942995108329,153,310106472642.968,94914330
"336","Viet Nam","VNM","East Asia & Pacific",2019,0.107957309118808,143,334365257436.758,95776716
"337","South Africa","ZAF","Sub-Saharan Africa",2012,0.138120361986934,118,434400545085.811,53145033
"338","South Africa","ZAF","Sub-Saharan Africa",2013,0.138754185114579,127,400886013595.573,53873616
"339","South Africa","ZAF","Sub-Saharan Africa",2014,0.139352707870275,136,381198869776.106,54729551
"340","South Africa","ZAF","Sub-Saharan Africa",2015,0.13989244205324,162,346709790458.563,55876504
"341","South Africa","ZAF","Sub-Saharan Africa",2016,0.140534603549204,170,323585509674.481,56422274
"342","South Africa","ZAF","Sub-Saharan Africa",2017,0.141032950408607,167,381448814653.456,56641209
"343","South Africa","ZAF","Sub-Saharan Africa",2018,0.141020824655543,178,404159690890.846,57339635
"344","South Africa","ZAF","Sub-Saharan Africa",2019,0.140720984555196,190,388531954110.604,58087055
